gene_id	gene_name	seqname	start	end	strand	gene_type	gene_status	havana_gene	full_length	exon_length	exon_num
ENSG00000117425.12	PTCH2	chr1	44819844	44843063	-	protein_coding	KNOWN	OTTHUMG00000008490.4	23220	5149	50
ENSG00000250627.2	TTC39CP1	chr4	116193997	116194751	-	processed_pseudogene	KNOWN	OTTHUMG00000161074.2	755	755	1
ENSG00000270394.2	MTRNR2L13	chr4	116298876	116300320	+	protein_coding	KNOWN	OTTHUMG00000184994.3	1445	1445	1
ENSG00000250272.1	TRMT112P1	chr4	116378919	116379269	+	processed_pseudogene	KNOWN	OTTHUMG00000161139.1	351	351	1
ENSG00000248139.2	CUL4AP1	chr4	116425983	116430892	-	processed_pseudogene	KNOWN	OTTHUMG00000161138.2	4910	1863	4
ENSG00000250791.1	RP11-55L3.1	chr4	116489364	116515146	-	lincRNA	NOVEL	OTTHUMG00000161136.1	25783	468	7
ENSG00000213493.3	ACTN4P1	chr4	116598161	116599611	+	processed_pseudogene	KNOWN	OTTHUMG00000161135.1	1451	1451	1
ENSG00000201752.1	RNU6-119P	chr4	116839279	116839385	+	snRNA	KNOWN	NA	107	107	1
ENSG00000271053.1	RP11-97F8.1	chr4	116858093	116858973	+	processed_pseudogene	KNOWN	OTTHUMG00000185005.1	881	881	1
ENSG00000174599.5	TRAM1L1	chr4	117083554	117085576	-	protein_coding	KNOWN	OTTHUMG00000132956.1	2023	2023	1
ENSG00000223605.1	AC107399.1	chr4	117249924	117250188	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000059448.1	265	265	1
ENSG00000202444.1	RNU5E-6P	chr1	44819883	44819997	-	snRNA	KNOWN	NA	115	115	1
ENSG00000224932.1	AC107399.2	chr4	117314597	117360639	-	lincRNA	NOVEL	OTTHUMG00000059449.2	46043	735	7
ENSG00000228358.4	AC113617.1	chr4	117360625	117372852	+	lincRNA	NOVEL	OTTHUMG00000059445.4	12228	881	16
ENSG00000236922.8	LINC01378	chr4	117406166	117691188	+	lincRNA	NOVEL	OTTHUMG00000059450.8	285023	4047	27
ENSG00000237684.1	RPSAP35	chr4	117413462	117414279	+	processed_pseudogene	KNOWN	OTTHUMG00000059446.1	818	818	1
ENSG00000213492.2	NT5C3AP1	chr4	117574512	117576174	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000059451.2	1663	1663	2
ENSG00000229565.1	AC108056.1	chr4	117834401	117869948	+	lincRNA	NOVEL	OTTHUMG00000059447.1	35548	576	2
ENSG00000164100.8	NDST3	chr4	118033618	118258648	+	protein_coding	KNOWN	OTTHUMG00000132959.4	225031	7009	16
ENSG00000251463.2	FKBP4P1	chr4	118193405	118194751	-	processed_pseudogene	KNOWN	OTTHUMG00000161414.2	1347	1347	1
ENSG00000269893.5	SNHG8	chr4	118278709	118279823	+	lincRNA	KNOWN	OTTHUMG00000183991.1	1115	923	16
ENSG00000275994.1	SNORA24	chr4	118279190	118279320	+	snoRNA	KNOWN	NA	131	131	1
ENSG00000226499.1	RP5-882O7.1	chr1	44843921	44844082	-	processed_pseudogene	KNOWN	OTTHUMG00000008588.1	162	162	1
ENSG00000164099.3	PRSS12	chr4	118280038	118353003	-	protein_coding	KNOWN	OTTHUMG00000161166.3	72966	5725	23
ENSG00000230671.2	NDUFS5P5	chr4	118400514	118400834	-	processed_pseudogene	KNOWN	OTTHUMG00000161383.1	321	321	1
ENSG00000279252.1	AC092670.1	chr4	118459923	118460328	-	pseudogene	NOVEL	NA	406	403	2
ENSG00000154608.12	CEP170P1	chr4	118467590	118554204	+	transcribed_unprocessed_pseudogene	KNOWN	OTTHUMG00000132958.3	86615	4737	25
ENSG00000260404.2	RP11-384K6.6	chr4	118591773	118633729	+	lincRNA	NOVEL	OTTHUMG00000161164.3	41957	4395	10
ENSG00000223225.1	RNU6-1054P	chr4	118606450	118606553	+	snRNA	KNOWN	NA	104	104	1
ENSG00000225892.3	RP11-384K6.2	chr4	118632274	118634759	+	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000161207.1	2486	2486	1
ENSG00000248213.3	CICP16	chr4	118635970	118638782	-	processed_pseudogene	KNOWN	OTTHUMG00000161208.2	2813	2813	1
ENSG00000251155.2	RP11-384K6.4	chr4	118640673	118640858	+	processed_pseudogene	KNOWN	OTTHUMG00000161210.2	186	186	1
ENSG00000281731.1	RP11-384K6.8	chr4	118664087	118685341	-	lincRNA	NOVEL	OTTHUMG00000189712.1	21255	2276	15
ENSG00000008128.21	CDK11A	chr1	1702730	1724324	-	protein_coding	KNOWN	OTTHUMG00000000703.14	21595	4701	223
ENSG00000070785.15	EIF2B3	chr1	44850522	44986722	-	protein_coding	KNOWN	OTTHUMG00000008585.4	136201	3411	71
ENSG00000145388.13	METTL14	chr4	118685368	118715433	+	protein_coding	KNOWN	OTTHUMG00000161167.4	30066	6862	40
ENSG00000150961.13	SEC24D	chr4	118722823	118838683	-	protein_coding	KNOWN	OTTHUMG00000132957.6	115861	9920	141
ENSG00000172403.9	SYNPO2	chr4	118850688	119061247	+	protein_coding	KNOWN	OTTHUMG00000161165.3	210560	14034	26
ENSG00000249002.2	RP11-358D17.1	chr4	119006032	119006401	+	processed_pseudogene	KNOWN	OTTHUMG00000161170.2	370	370	1
ENSG00000280551.1	RP11-358D17.2	chr4	119042024	119043937	+	TEC	KNOWN	OTTHUMG00000189709.1	1914	1914	1
ENSG00000172399.5	MYOZ2	chr4	119135784	119187789	+	protein_coding	KNOWN	OTTHUMG00000132968.2	52006	2597	6
ENSG00000178636.7	RP11-455G16.1	chr4	119192773	119212644	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000161336.2	19872	2462	8
ENSG00000145390.10	USP53	chr4	119212587	119295517	+	protein_coding	KNOWN	OTTHUMG00000161331.3	82931	11950	74
ENSG00000164096.12	C4orf3	chr4	119296419	119304445	-	protein_coding	KNOWN	OTTHUMG00000161333.4	8027	3148	5
ENSG00000145384.3	FABP2	chr4	119317250	119322390	-	protein_coding	KNOWN	OTTHUMG00000132972.1	5141	2478	4
ENSG00000266294.1	AL136380.1	chr1	44913068	44913172	-	miRNA	NOVEL	NA	105	105	1
ENSG00000250412.1	KLHL2P1	chr4	119334329	119378233	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000161332.2	43905	521	4
ENSG00000201186.1	RNU4-33P	chr4	119367562	119367646	+	snRNA	KNOWN	NA	85	85	1
ENSG00000249244.1	RP11-548H18.2	chr4	119391831	119395335	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000161327.2	3505	3505	1
ENSG00000260091.1	RP11-33B1.4	chr4	119409333	119410233	+	lincRNA	NOVEL	OTTHUMG00000176082.1	901	901	1
ENSG00000223208.1	RNU6-1217P	chr4	119434005	119434108	-	snRNA	KNOWN	NA	104	104	1
ENSG00000248280.1	RP11-33B1.2	chr4	119440561	119450157	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000161335.1	9597	356	4
ENSG00000245958.5	RP11-33B1.1	chr4	119454791	119552025	+	transcribed_unprocessed_pseudogene	KNOWN	OTTHUMG00000160571.3	97235	5577	57
ENSG00000250950.1	RP11-33B1.3	chr4	119456350	119457277	+	lincRNA	NOVEL	OTTHUMG00000161575.1	928	573	2
ENSG00000138735.14	PDE5A	chr4	119494395	119628991	-	protein_coding	KNOWN	OTTHUMG00000132971.5	134597	9775	100
ENSG00000221245.1	SNORA11	chr4	119569699	119569825	+	snoRNA	NOVEL	NA	127	127	1
ENSG00000253039.1	RNA5SP47	chr1	44932323	44932431	+	rRNA	KNOWN	NA	109	109	1
ENSG00000250772.4	LINC01365	chr4	119799089	119804515	-	lincRNA	NOVEL	OTTHUMG00000161337.2	5427	702	10
ENSG00000250183.2	RP11-96A1.4	chr4	119937557	119963898	+	transcribed_unprocessed_pseudogene	KNOWN	OTTHUMG00000161328.2	26342	819	7
ENSG00000250392.2	RP11-700N1.1	chr4	119939540	119964293	+	lincRNA	NOVEL	OTTHUMG00000161334.2	24754	642	2
ENSG00000200553.1	Y_RNA	chr4	119947131	119947232	+	misc_RNA	NOVEL	NA	102	102	1
ENSG00000253825.1	RP11-96A1.5	chr4	120035033	120040615	-	lincRNA	NOVEL	OTTHUMG00000164939.1	5583	474	2
ENSG00000164109.12	MAD2L1	chr4	120055608	120067074	-	protein_coding	KNOWN	OTTHUMG00000132967.3	11467	5748	16
ENSG00000250938.4	RP11-679C8.2	chr4	120066958	120416766	+	antisense	NOVEL	OTTHUMG00000161124.2	349809	3500	18
ENSG00000250219.2	LTV1P1	chr4	120091046	120092282	-	processed_pseudogene	KNOWN	OTTHUMG00000161330.2	1237	1237	1
ENSG00000225665.4	SAR1P3	chr4	120342056	120342647	+	processed_pseudogene	KNOWN	OTTHUMG00000161123.1	592	592	1
ENSG00000249409.1	RP11-501E14.1	chr4	120639090	120650796	+	lincRNA	NOVEL	OTTHUMG00000161141.1	11707	552	4
ENSG00000229815.1	CCNB1IP1P1	chr1	44958557	44959395	+	processed_pseudogene	KNOWN	OTTHUMG00000008582.1	839	839	1
ENSG00000138738.9	PRDM5	chr4	120684919	120922870	-	protein_coding	KNOWN	OTTHUMG00000132970.2	237952	9517	96
ENSG00000212359.1	RNU6-550P	chr4	120810469	120810569	+	snRNA	KNOWN	NA	101	101	1
ENSG00000251609.2	SETP12	chr4	120895494	120897083	-	processed_pseudogene	KNOWN	OTTHUMG00000161142.2	1590	805	3
ENSG00000173376.12	NDNF	chr4	121035613	121073021	-	protein_coding	KNOWN	OTTHUMG00000132973.3	37409	3556	15
ENSG00000223006.1	RN7SKP137	chr4	121061172	121061478	-	misc_RNA	KNOWN	NA	307	307	1
ENSG00000250344.1	RP11-647P12.1	chr4	121071429	121080476	+	lincRNA	NOVEL	OTTHUMG00000161161.1	9048	621	3
ENSG00000271302.1	RP11-647P12.2	chr4	121118299	121118734	+	processed_pseudogene	KNOWN	OTTHUMG00000185041.1	436	436	1
ENSG00000050730.14	TNIP3	chr4	121131408	121227466	-	protein_coding	KNOWN	OTTHUMG00000132969.5	96059	3768	59
ENSG00000252183.1	RNU6-948P	chr4	121192797	121192903	-	snRNA	KNOWN	NA	107	107	1
ENSG00000207148.1	Y_RNA	chr4	121329069	121329170	-	misc_RNA	NOVEL	NA	102	102	1
ENSG00000232369.1	RP5-882O7.4	chr1	44988234	44988725	-	processed_pseudogene	KNOWN	OTTHUMG00000008583.1	492	492	1
ENSG00000186867.9	QRFPR	chr4	121329312	121381059	-	protein_coding	KNOWN	OTTHUMG00000133036.2	51748	2160	21
ENSG00000213480.3	RP11-364P2.2	chr4	121369433	121370345	-	processed_pseudogene	KNOWN	OTTHUMG00000161160.1	913	913	1
ENSG00000264927.1	AC093816.1	chr4	121402587	121402671	-	miRNA	NOVEL	NA	85	85	1
ENSG00000224062.4	TUBB4BP5	chr4	121451541	121451967	+	processed_pseudogene	KNOWN	OTTHUMG00000161159.2	427	427	1
ENSG00000164111.13	ANXA5	chr4	121667955	121697113	-	protein_coding	KNOWN	OTTHUMG00000133034.4	29159	3034	88
ENSG00000164112.11	TMEM155	chr4	121758933	121765427	-	protein_coding	KNOWN	OTTHUMG00000133035.4	6495	3024	40
ENSG00000226757.2	PP12613	chr4	121764585	121766814	+	antisense	NOVEL	OTTHUMG00000187204.1	2230	2230	1
ENSG00000123737.11	EXOSC9	chr4	121801317	121817021	+	protein_coding	KNOWN	OTTHUMG00000128783.6	15705	4711	96
ENSG00000145386.8	CCNA2	chr4	121816444	121823933	-	protein_coding	KNOWN	OTTHUMG00000133072.3	7490	2798	16
ENSG00000138686.8	BBS7	chr4	121824440	121870497	-	protein_coding	KNOWN	OTTHUMG00000133076.2	46058	4829	50
ENSG00000268949.1	MRPS17P1	chr1	44988705	44991834	-	processed_pseudogene	KNOWN	OTTHUMG00000008584.2	3130	3130	1
ENSG00000261501.1	RP11-63B13.1	chr4	121870583	121872848	+	lincRNA	NOVEL	OTTHUMG00000176031.1	2266	2266	1
ENSG00000138741.9	TRPC3	chr4	121879027	121951754	-	protein_coding	KNOWN	OTTHUMG00000133069.3	72728	4358	47
ENSG00000237868.1	AC097533.1	chr4	122077840	122078318	-	processed_pseudogene	KNOWN	OTTHUMG00000150117.1	479	479	1
ENSG00000241037.3	RN7SL335P	chr4	122087508	122087811	-	misc_RNA	KNOWN	NA	304	304	1
ENSG00000138688.14	KIAA1109	chr4	122152333	122362758	+	protein_coding	KNOWN	OTTHUMG00000150116.3	210426	20470	344
ENSG00000164113.9	ADAD1	chr4	122378966	122429802	+	protein_coding	KNOWN	OTTHUMG00000150128.2	50837	2699	55
ENSG00000109471.4	IL2	chr4	122451470	122456725	-	protein_coding	KNOWN	OTTHUMG00000133075.2	5256	1119	7
ENSG00000138684.6	IL21	chr4	122612628	122621069	-	protein_coding	KNOWN	OTTHUMG00000133073.1	8442	719	9
ENSG00000227145.1	IL21-AS1	chr4	122618983	122689156	+	antisense	NOVEL	OTTHUMG00000150127.1	70174	3748	11
ENSG00000224786.1	CETN4P	chr4	122730548	122732193	-	unitary_pseudogene	KNOWN	OTTHUMG00000150126.1	1646	469	4
ENSG00000126107.13	HECTD3	chr1	45002540	45011329	-	protein_coding	KNOWN	OTTHUMG00000008587.1	8790	5077	59
ENSG00000181004.8	BBS12	chr4	122732702	122744943	+	protein_coding	KNOWN	OTTHUMG00000133070.2	12242	3432	8
ENSG00000244083.1	RP11-170N16.1	chr4	122815771	122816117	-	processed_pseudogene	KNOWN	OTTHUMG00000157548.1	347	347	1
ENSG00000138685.11	FGF2	chr4	122826708	122898236	+	protein_coding	KNOWN	OTTHUMG00000039506.4	71529	6775	9
ENSG00000253069.1	AC021205.1	chr4	122827014	122827090	+	miRNA	NOVEL	NA	77	77	1
ENSG00000240775.1	RP11-170N16.2	chr4	122840343	122840690	+	processed_pseudogene	KNOWN	OTTHUMG00000157549.1	348	348	1
ENSG00000273007.1	RP11-170N16.3	chr4	122881878	122884712	-	antisense	NOVEL	OTTHUMG00000186036.1	2835	1709	2
ENSG00000170917.12	NUDT6	chr4	122888697	122922968	-	protein_coding	KNOWN	OTTHUMG00000039507.6	34272	6591	32
ENSG00000145375.7	SPATA5	chr4	122923074	123319450	+	protein_coding	KNOWN	OTTHUMG00000133074.4	396377	8247	31
ENSG00000276962.1	AC021205.2	chr4	122977895	122977972	-	miRNA	NOVEL	NA	78	78	1
ENSG00000216154.2	AC109357.1	chr4	123007583	123007672	+	miRNA	NOVEL	NA	90	90	1
ENSG00000126088.11	UROD	chr1	45012147	45015575	+	protein_coding	KNOWN	OTTHUMG00000008949.2	3429	2908	107
ENSG00000250322.2	CTB-51E13.1	chr4	123259949	123260118	-	processed_pseudogene	KNOWN	OTTHUMG00000161158.2	170	170	1
ENSG00000164056.9	SPRY1	chr4	123396795	123403760	+	protein_coding	KNOWN	OTTHUMG00000133071.2	6966	3963	18
ENSG00000249125.1	RP11-381N20.2	chr4	123490268	123522106	+	lincRNA	NOVEL	OTTHUMG00000161303.1	31839	539	3
ENSG00000251526.1	RP11-381N20.1	chr4	123505279	123527525	+	lincRNA	NOVEL	OTTHUMG00000161297.1	22247	584	3
ENSG00000249464.4	LINC01091	chr4	123650267	123930406	+	lincRNA	NOVEL	OTTHUMG00000161162.3	280140	7779	18
ENSG00000226655.1	AC096732.2	chr4	123744923	123745673	-	lincRNA	NOVEL	OTTHUMG00000155267.1	751	477	3
ENSG00000228489.1	RPL21P50	chr4	123745750	123746226	-	processed_pseudogene	KNOWN	OTTHUMG00000155266.1	477	477	1
ENSG00000250458.2	RP11-107E21.1	chr4	123861860	123862015	-	processed_pseudogene	KNOWN	OTTHUMG00000161296.2	156	156	1
ENSG00000250484.2	RP11-728C8.1	chr4	124062462	124062990	+	processed_pseudogene	KNOWN	OTTHUMG00000161295.2	529	529	1
ENSG00000249837.1	CTD-2325B11.1	chr4	124149377	124252044	-	lincRNA	NOVEL	OTTHUMG00000161387.2	102668	430	5
ENSG00000162415.6	ZSWIM5	chr1	45016399	45306209	-	protein_coding	KNOWN	OTTHUMG00000008950.2	289811	6046	17
ENSG00000248506.1	RP11-93I21.2	chr4	124435750	124437120	-	processed_pseudogene	KNOWN	OTTHUMG00000161385.1	1371	1371	1
ENSG00000248565.2	TECRP2	chr4	124462863	124463790	-	processed_pseudogene	KNOWN	OTTHUMG00000161388.2	928	928	1
ENSG00000261083.1	RP11-93I21.3	chr4	124499942	124558434	-	lincRNA	NOVEL	OTTHUMG00000176090.1	58493	1771	9
ENSG00000151458.10	ANKRD50	chr4	124664052	124712732	-	protein_coding	KNOWN	OTTHUMG00000161398.1	48681	8794	9
ENSG00000196159.10	FAT4	chr4	125316399	125492932	+	protein_coding	KNOWN	OTTHUMG00000133100.3	176534	16439	34
ENSG00000201297.1	Y_RNA	chr4	125362819	125362929	+	misc_RNA	NOVEL	NA	111	111	1
ENSG00000250149.1	RP11-399F2.2	chr4	125676718	125752793	+	lincRNA	NOVEL	OTTHUMG00000161149.1	76076	393	2
ENSG00000251436.2	NUPL1P1	chr4	125681177	125683668	-	processed_pseudogene	KNOWN	OTTHUMG00000161150.2	2492	1738	2
ENSG00000249555.2	TMEM248P1	chr4	125723267	125724217	-	processed_pseudogene	KNOWN	OTTHUMG00000161145.2	951	951	1
ENSG00000251649.1	RP11-318I4.1	chr4	126070708	126072004	+	lincRNA	NOVEL	OTTHUMG00000161146.1	1297	300	2
ENSG00000234315.1	OSTCP5	chr1	45069977	45070429	-	processed_pseudogene	KNOWN	OTTHUMG00000008966.1	453	453	1
ENSG00000251005.1	RP11-318I4.2	chr4	126106139	126106923	-	processed_pseudogene	KNOWN	OTTHUMG00000161148.1	785	399	2
ENSG00000223620.3	RBM48P1	chr4	126563509	126564776	+	processed_pseudogene	KNOWN	OTTHUMG00000161147.2	1268	1102	2
ENSG00000199862.1	Y_RNA	chr4	127028107	127028219	-	misc_RNA	NOVEL	NA	113	113	1
ENSG00000250945.1	RP11-810P8.1	chr4	127043430	127077762	-	lincRNA	NOVEL	OTTHUMG00000161764.1	34333	648	3
ENSG00000248491.4	RP11-125O18.1	chr4	127096891	127470569	-	lincRNA	NOVEL	OTTHUMG00000161765.1	373679	1077	11
ENSG00000248209.1	RP11-18O11.1	chr4	127493505	127493828	+	processed_pseudogene	KNOWN	OTTHUMG00000161201.1	324	324	1
ENSG00000249795.1	RP11-18O11.2	chr4	127498327	127498807	+	processed_pseudogene	KNOWN	OTTHUMG00000161200.1	481	481	1
ENSG00000164066.11	INTU	chr4	127623271	127726737	+	protein_coding	KNOWN	OTTHUMG00000161202.3	103467	16066	68
ENSG00000151475.5	SLC25A31	chr4	127730378	127774299	+	protein_coding	KNOWN	OTTHUMG00000133300.4	43922	1841	6
ENSG00000164070.10	HSPA4L	chr4	127781821	127840733	+	protein_coding	KNOWN	OTTHUMG00000133302.3	58913	11621	74
ENSG00000268575.1	RP1-283E3.8	chr1	1702736	1737688	-	processed_transcript	NOVEL	OTTHUMG00000183552.1	34953	5079	20
ENSG00000221707.2	AL592294.1	chr1	45232218	45232307	-	miRNA	NOVEL	NA	90	90	1
ENSG00000244021.4	RP11-50D9.1	chr4	127812720	127813200	-	processed_pseudogene	KNOWN	OTTHUMG00000157551.2	481	481	1
ENSG00000261668.1	RP11-50D9.3	chr4	127840198	127844040	-	antisense	NOVEL	OTTHUMG00000176114.1	3843	3843	1
ENSG00000142731.9	PLK4	chr4	127880861	127899195	+	protein_coding	KNOWN	OTTHUMG00000133301.5	18335	4482	105
ENSG00000251821.1	RNU6-583P	chr4	127891991	127892082	+	snRNA	KNOWN	NA	92	92	1
ENSG00000164073.8	MFSD8	chr4	127917805	127965995	-	protein_coding	KNOWN	OTTHUMG00000133303.2	48191	5023	65
ENSG00000164074.13	C4orf29	chr4	127965306	128039711	+	protein_coding	KNOWN	OTTHUMG00000133304.4	74406	6491	64
ENSG00000138709.16	LARP1B	chr4	128061268	128222931	+	protein_coding	KNOWN	OTTHUMG00000133343.2	161664	8792	102
ENSG00000241651.4	RP11-214O14.1	chr4	128069014	128069612	-	processed_pseudogene	KNOWN	OTTHUMG00000157552.2	599	599	1
ENSG00000248394.1	FOSL1P1	chr4	128155389	128156204	+	processed_pseudogene	KNOWN	OTTHUMG00000161163.1	816	816	1
ENSG00000164040.15	PGRMC2	chr4	128269237	128288829	-	protein_coding	KNOWN	OTTHUMG00000133342.4	19593	4626	24
ENSG00000281912.1	LINC01144	chr1	45303910	45305619	+	lincRNA	KNOWN	OTTHUMG00000189536.1	1710	1710	1
ENSG00000251432.5	RP11-420A23.1	chr4	128292751	128519394	+	lincRNA	NOVEL	OTTHUMG00000161321.3	226644	3283	25
ENSG00000273077.1	RP11-130C6.1	chr4	128552590	128553416	-	lincRNA	NOVEL	OTTHUMG00000186365.1	827	303	2
ENSG00000248187.1	RP11-184M15.1	chr4	128567972	128570531	-	lincRNA	NOVEL	OTTHUMG00000161178.1	2560	1623	2
ENSG00000248802.1	RP11-184M15.2	chr4	128582999	128601407	-	lincRNA	NOVEL	OTTHUMG00000161177.1	18409	597	4
ENSG00000280711.1	JADRR	chr4	128768228	128769948	+	lincRNA	KNOWN	OTTHUMG00000189573.1	1721	1721	1
ENSG00000077684.14	JADE1	chr4	128809623	128875224	+	protein_coding	KNOWN	OTTHUMG00000161176.3	65602	9129	107
ENSG00000151466.10	SCLT1	chr4	128864921	129093607	-	protein_coding	KNOWN	OTTHUMG00000133346.4	228687	8292	91
ENSG00000275647.1	RP11-209D20.2	chr4	128944628	128944956	+	processed_pseudogene	KNOWN	OTTHUMG00000187591.1	329	329	1
ENSG00000281369.1	AC093826.1	chr4	129041766	129041877	+	pseudogene	NOVEL	NA	112	108	2
ENSG00000151470.11	C4orf33	chr4	129093317	129116640	+	protein_coding	KNOWN	OTTHUMG00000133347.4	23324	7015	28
ENSG00000186603.5	HPDL	chr1	45326905	45328533	+	protein_coding	KNOWN	OTTHUMG00000007681.1	1629	1629	1
ENSG00000251345.2	RP11-392L5.2	chr4	129133106	129134098	+	processed_pseudogene	KNOWN	OTTHUMG00000161309.2	993	993	1
ENSG00000248958.2	ZSWIM5P3	chr4	129135926	129139740	-	processed_pseudogene	KNOWN	OTTHUMG00000161310.2	3815	2743	3
ENSG00000251195.1	RP11-378N18.1	chr4	129177386	129179094	+	processed_pseudogene	KNOWN	OTTHUMG00000161196.1	1709	285	2
ENSG00000250193.1	RP11-419L4.1	chr4	129299175	129305022	-	lincRNA	NOVEL	OTTHUMG00000161198.1	5848	575	2
ENSG00000246876.5	RP11-519M16.1	chr4	129724171	129771481	-	lincRNA	NOVEL	OTTHUMG00000161199.1	47311	2456	11
ENSG00000249618.4	RP11-422J15.1	chr4	129771659	129955368	+	lincRNA	NOVEL	OTTHUMG00000161197.1	183710	2477	28
ENSG00000234125.5	EEF1GP8	chr4	129903010	129904163	+	processed_pseudogene	KNOWN	OTTHUMG00000161195.1	1154	1154	1
ENSG00000251326.1	RP11-521E5.1	chr4	130376229	130386371	+	lincRNA	NOVEL	OTTHUMG00000161766.1	10143	630	2
ENSG00000248877.2	PGBD4P4	chr4	130494673	130495285	+	processed_pseudogene	KNOWN	OTTHUMG00000161057.2	613	613	1
ENSG00000249018.2	GAPDHP56	chr4	130503357	130504344	-	processed_pseudogene	KNOWN	OTTHUMG00000159979.2	988	988	1
ENSG00000132781.16	MUTYH	chr1	45329163	45340470	-	protein_coding	KNOWN	OTTHUMG00000007682.5	11308	3909	352
ENSG00000280059.1	RP11-401I19.2	chr4	130808507	130811933	+	TEC	KNOWN	OTTHUMG00000175957.1	3427	3427	1
ENSG00000250503.1	RP11-401I19.1	chr4	130881027	130885641	-	lincRNA	NOVEL	OTTHUMG00000161070.2	4615	434	2
ENSG00000250213.2	RP11-488I4.2	chr4	131112748	131113255	+	processed_pseudogene	KNOWN	OTTHUMG00000161069.2	508	188	2
ENSG00000206782.1	RNU6-224P	chr4	131273242	131273348	+	snRNA	KNOWN	NA	107	107	1
ENSG00000250102.4	RP11-314N14.1	chr4	131380013	131541397	+	lincRNA	NOVEL	OTTHUMG00000161095.2	161385	914	7
ENSG00000248715.2	RP11-758B24.1	chr4	131540281	131540489	+	processed_pseudogene	KNOWN	OTTHUMG00000161093.2	209	209	1
ENSG00000241392.3	RN7SL205P	chr4	131720260	131720543	-	misc_RNA	KNOWN	NA	284	284	1
ENSG00000252014.1	SNORA70	chr4	131768140	131768249	+	snoRNA	NOVEL	NA	110	110	1
ENSG00000249416.2	RP11-614F17.1	chr4	131768233	131768578	+	processed_pseudogene	KNOWN	OTTHUMG00000161094.2	346	346	1
ENSG00000251676.1	RP11-614F17.2	chr4	131773302	131791482	+	lincRNA	NOVEL	OTTHUMG00000161213.2	18181	1198	7
ENSG00000132773.10	TOE1	chr1	45339670	45343975	+	protein_coding	KNOWN	OTTHUMG00000007678.2	4306	2742	34
ENSG00000184139.8	RPL7AP28	chr4	131857343	131857913	-	processed_pseudogene	KNOWN	OTTHUMG00000157555.2	571	571	1
ENSG00000251555.1	RP11-745L13.2	chr4	131930031	131975952	-	lincRNA	NOVEL	OTTHUMG00000161235.1	45922	454	3
ENSG00000251598.1	RP11-789C2.1	chr4	132004810	132124031	-	lincRNA	NOVEL	OTTHUMG00000161767.1	119222	582	3
ENSG00000249463.1	RP11-1E22.1	chr4	132027175	132028434	-	lincRNA	NOVEL	OTTHUMG00000161234.1	1260	347	2
ENSG00000251051.1	ELL2P2	chr4	132367786	132368479	-	processed_pseudogene	KNOWN	OTTHUMG00000161251.1	694	694	1
ENSG00000248369.1	RP11-62N21.1	chr4	132435802	132447235	-	lincRNA	NOVEL	OTTHUMG00000161769.1	11434	464	3
ENSG00000251398.1	LINC01256	chr4	132591089	132678503	+	lincRNA	NOVEL	OTTHUMG00000161768.1	87415	508	4
ENSG00000249038.2	AARSP1	chr4	132592084	132592536	+	processed_pseudogene	KNOWN	OTTHUMG00000161188.2	453	453	1
ENSG00000251488.1	RP11-404I7.2	chr4	132836772	132981677	-	lincRNA	NOVEL	OTTHUMG00000161298.1	144906	587	3
ENSG00000249513.2	RP11-404I7.1	chr4	132985510	132988677	-	lincRNA	NOVEL	OTTHUMG00000161302.4	3168	462	3
ENSG00000070759.15	TESK2	chr1	45343883	45491166	-	protein_coding	KNOWN	OTTHUMG00000007680.2	147284	3322	33
ENSG00000250241.4	RP11-9G1.3	chr4	133075311	133149116	-	lincRNA	NOVEL	OTTHUMG00000161299.2	73806	3274	19
ENSG00000248735.2	R3HDM2P1	chr4	133124104	133126063	+	processed_pseudogene	KNOWN	OTTHUMG00000161300.2	1960	1960	1
ENSG00000138650.8	PCDH10	chr4	133149315	133208606	+	protein_coding	KNOWN	OTTHUMG00000161301.4	59292	10161	9
ENSG00000221637.1	AC105252.1	chr4	133560856	133560934	-	miRNA	NOVEL	NA	79	79	1
ENSG00000250191.1	RP11-285A15.1	chr4	133574566	133575208	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000161290.1	643	286	3
ENSG00000281057.1	AC118562.1	chr4	133708226	133708335	+	miRNA	NOVEL	NA	110	110	1
ENSG00000251388.1	RP11-427M20.1	chr4	133871246	134010690	-	lincRNA	NOVEL	OTTHUMG00000161291.1	139445	619	4
ENSG00000266277.1	AC096763.1	chr4	134043467	134043553	-	miRNA	NOVEL	NA	87	87	1
ENSG00000254535.3	PABPC4L	chr4	134196333	134201748	-	protein_coding	KNOWN	OTTHUMG00000161292.2	5416	4944	2
ENSG00000251199.4	RP11-400D2.2	chr4	134255173	134327473	-	lincRNA	NOVEL	OTTHUMG00000161471.1	72301	1327	9
ENSG00000236872.1	RP11-291L19.1	chr1	45415020	45415344	+	processed_pseudogene	KNOWN	OTTHUMG00000007679.1	325	325	1
