"ProteinGroup","ProteinName","Genes","UniprotID"
"O43776","SYNC_HUMAN","NARS1","O43776"
"Q8TD55","PKHO2_HUMAN","PLEKHO2","Q8TD55"
"P05107","ITB2_HUMAN","ITGB2","P05107"
"Q4G0N4","NAKD2_HUMAN","NADK2","Q4G0N4"
"Q6IAA8","LTOR1_HUMAN","LAMTOR1","Q6IAA8"
"P16157","ANK1_HUMAN","ANK1","Q12955;P16157;Q01484"
"P13671","CO6_HUMAN","C6","P13671"
"Q7L576","CYFP1_HUMAN","CYFIP1","Q7L576"
"Q96JC1","VPS39_HUMAN","VPS39","Q96JC1"
"P09237","MMP7_HUMAN","MMP7","P09237"
"P49915","GUAA_HUMAN","GMPS","P49915"
"Q14746","COG2_HUMAN","COG2","Q14746"
"Q8IVL6","P3H3_HUMAN","P3H3","Q8IVL6"
"P55010","IF5_HUMAN","EIF5","P55010"
"Q9H330","TM245_HUMAN","TMEM245","Q9H330"
"P05109","S10A8_HUMAN","S100A8","P05109"
"P30044","PRDX5_HUMAN","PRDX5","P30044"
"Q0VDG4","SCRN3_HUMAN","SCRN3","Q0VDG4"
"P01857;P01860","IGHG1_HUMAN;IGHG3_HUMAN","IGHG1;IGHG3","P01857;P01860"
"P01857","IGHG1_HUMAN","IGHG1","P01857;P01860"
"Q9UBY9","HSPB7_HUMAN","HSPB7","Q9UBY9"
"O76021","RL1D1_HUMAN","RSL1D1","O76021"
"O43516","WIPF1_HUMAN","WIPF1","O43516"
"Q6YN16","HSDL2_HUMAN","HSDL2","Q6YN16"
"Q14005","IL16_HUMAN","IL16","Q14005"
"Q8TAQ2;Q92922","SMRC1_HUMAN;SMRC2_HUMAN","SMARCC1;SMARCC2","Q92922;Q8TAQ2"
"O94760","DDAH1_HUMAN","DDAH1","O94760"
"P15259;P18669","PGAM1_HUMAN;PGAM2_HUMAN","PGAM1;PGAM2","P18669;P15259;Q8N0Y7"
"P18669","PGAM1_HUMAN","PGAM1","P18669;Q8N0Y7"
"O60841","IF2P_HUMAN","EIF5B","O60841"
"O75112","LDB3_HUMAN","LDB3","O75112"
"O14498","ISLR_HUMAN","ISLR","O14498"
"Q6ZXV5","TMTC3_HUMAN","TMTC3","Q6ZXV5"
"Q5W0Z9","ZDH20_HUMAN","ZDHHC20","Q5W0Z9"
"P27816","MAP4_HUMAN","MAP4","P27816"
"Q5SSJ5","HP1B3_HUMAN","HP1BP3","Q5SSJ5"
"Q96DZ1","ERLEC_HUMAN","ERLEC1","Q96DZ1"
"Q15628","TRADD_HUMAN","TRADD","Q15628"
"O43488","ARK72_HUMAN","AKR7A2","O43488"
"Q8NBJ5","GT251_HUMAN","COLGALT1","Q8NBJ5"
"P05062","ALDOB_HUMAN","ALDOB","P05062"
"Q9UMS4","PRP19_HUMAN","PRPF19","Q9UMS4"
"Q9NQG5","RPR1B_HUMAN","RPRD1B","Q9NQG5"
"Q9NQ48","LZTL1_HUMAN","LZTFL1","Q9NQ48"
"Q9NV70","EXOC1_HUMAN","EXOC1","Q9NV70"
"Q9NQS1","AVEN_HUMAN","AVEN","Q9NQS1"
"Q9UJ71","CLC4K_HUMAN","CD207","Q9UJ71"
"P63010","AP2B1_HUMAN","AP2B1","P63010"
"Q14C86","GAPD1_HUMAN","GAPVD1","Q14C86"
"Q6DKK2","TTC19_HUMAN","TTC19","Q6DKK2"
"Q13485","SMAD4_HUMAN","SMAD4","Q13485"
"Q8WTW3","COG1_HUMAN","COG1","Q8WTW3"
"A5A3E0;P0CG38;P0CG39","POTEF_HUMAN;POTEI_HUMAN;POTEJ_HUMAN","POTEF;POTEI;POTEJ","P0CG38;Q6S8J3;P0CG39;A5A3E0"
"O43240","KLK10_HUMAN","KLK10","O43240"
"P83110","HTRA3_HUMAN","HTRA3","P83110"
"Q96GS4","BORC6_HUMAN","BORCS6","Q96GS4"
"Q5VZ89","DEN4C_HUMAN","DENND4C","Q5VZ89"
"Q86YP4;Q8WXI9","P66A_HUMAN;P66B_HUMAN","GATAD2A;GATAD2B","Q8WXI9;Q86YP4"
"Q15020","SART3_HUMAN","SART3","Q15020"
"Q9BW60","ELOV1_HUMAN","ELOVL1","Q9BW60"
"O00425","IF2B3_HUMAN","IGF2BP3","O00425"
"Q9Y5X1","SNX9_HUMAN","SNX9","Q9Y5X1"
"Q8NI60","COQ8A_HUMAN","COQ8A","Q8NI60"
"Q9BTT6","LRRC1_HUMAN","LRRC1","Q9BTT6"
"P25786","PSA1_HUMAN","PSMA1","P25786"
"P61978","HNRPK_HUMAN","HNRNPK","P61978"
"Q8IY67","RAVR1_HUMAN","RAVER1","Q8IY67"
"O14607;O15550","KDM6A_HUMAN;UTY_HUMAN","KDM6A;UTY","O15550;O14607"
"Q16654","PDK4_HUMAN","PDK4","Q16654"
"P34896","GLYC_HUMAN","SHMT1","P34896"
"O60763","USO1_HUMAN","USO1","O60763"
"P28331","NDUS1_HUMAN","NDUFS1","P28331"
"Q9Y450","HBS1L_HUMAN","HBS1L","Q9Y450"
"P16070","CD44_HUMAN","CD44","P16070"
"Q6P597","KLC3_HUMAN","KLC3","Q6P597"
"Q9NRR5;Q9UMX0","UBQL1_HUMAN;UBQL4_HUMAN","UBQLN1;UBQLN4","Q9NRR5;Q9UMX0"
"P08514","ITA2B_HUMAN","ITGA2B","P08514"
"O75900","MMP23_HUMAN","MMP23B","O75900"
"O43615","TIM44_HUMAN","TIMM44","O43615"
"O60749;Q13596","SNX1_HUMAN;SNX2_HUMAN","SNX1;SNX2","Q13596;O60749"
"P22626","ROA2_HUMAN","HNRNPA2B1","P22626"
"Q6Y7W6","GGYF2_HUMAN","GIGYF2","Q6Y7W6"
"Q9Y2V7","COG6_HUMAN","COG6","Q9Y2V7"
"P62937","PPIA_HUMAN","PPIA","P62937"
"Q9HD42","CHM1A_HUMAN","CHMP1A","Q9HD42"
"P57772","SELB_HUMAN","EEFSEC","P57772"
"Q9H4B7","TBB1_HUMAN","TUBB1","Q9H4B7"
"P53365","ARFP2_HUMAN","ARFIP2","P53365"
"P98095","FBLN2_HUMAN","FBLN2","P98095"
"P28676","GRAN_HUMAN","GCA","P28676"
"P02671","FIBA_HUMAN","FGA","P02671"
"P30626","SORCN_HUMAN","SRI","P30626"
"O95208","EPN2_HUMAN","EPN2","O95208"
"Q9H201","EPN3_HUMAN","EPN3","Q9H201"
"Q93008","USP9X_HUMAN","USP9X","Q93008;O00507"
"Q9UBQ5","EIF3K_HUMAN","EIF3K","Q9UBQ5"
"Q96FJ0","STALP_HUMAN","STAMBPL1","Q96FJ0"
"Q53HC9","EIPR1_HUMAN","EIPR1","Q53HC9"
"Q96S97","MYADM_HUMAN","MYADM","Q96S97"
"P04843","RPN1_HUMAN","RPN1","P04843"
"P23368","MAOM_HUMAN","ME2","P23368"
"Q13617","CUL2_HUMAN","CUL2","Q13617"
"P04350;P68371;Q13509","TBB3_HUMAN;TBB4A_HUMAN;TBB4B_HUMAN","TUBB3;TUBB4A;TUBB4B","P04350;P68371;Q13509"
"Q13885;Q9BVA1","TBB2A_HUMAN;TBB2B_HUMAN","TUBB2A;TUBB2B","Q13885;Q9BVA1"
"P07437","TBB5_HUMAN","TUBB","P07437"
"P62249","RS16_HUMAN","RPS16","P62249"
"Q9Y2B0","CNPY2_HUMAN","CNPY2","Q9Y2B0"
"P20908","CO5A1_HUMAN","COL5A1","P20908"
"P50914","RL14_HUMAN","RPL14","P50914"
"Q9BQG0","MBB1A_HUMAN","MYBBP1A","Q9BQG0"
"P29120","NEC1_HUMAN","PCSK1","P29120"
"O75146","HIP1R_HUMAN","HIP1R","O75146"
"Q5T5P2","SKT_HUMAN","KIAA1217","Q5T5P2"
"Q9HB07","MYG1_HUMAN","MYG1","Q9HB07"
"Q9UIA9","XPO7_HUMAN","XPO7","Q9UIA9"
"Q92974","ARHG2_HUMAN","ARHGEF2","Q92974"
"Q9C0H2","TTYH3_HUMAN","TTYH3","Q9C0H2"
"Q86VR2","RETR3_HUMAN","RETREG3","Q86VR2"
"Q14699","RFTN1_HUMAN","RFTN1","Q14699"
"P22681","CBL_HUMAN","CBL","P22681"
"Q5K4L6","S27A3_HUMAN","SLC27A3","Q5K4L6"
"O14732","IMPA2_HUMAN","IMPA2","O14732"
"O14787;Q92973","TNPO1_HUMAN;TNPO2_HUMAN","TNPO1;TNPO2","O14787;Q92973"
"P16435","NCPR_HUMAN","POR","P16435"
"P42858","HD_HUMAN","HTT","P42858"
"P06727","APOA4_HUMAN","APOA4","P06727"
"Q9NX46","ADPRS_HUMAN","ADPRS","Q9NX46"
"Q13618","CUL3_HUMAN","CUL3","Q13618"
"Q16531","DDB1_HUMAN","DDB1","Q16531"
"O95182","NDUA7_HUMAN","NDUFA7","O95182"
"O43143","DHX15_HUMAN","DHX15","O43143"
"P40937","RFC5_HUMAN","RFC5","P40937"
"Q14344","GNA13_HUMAN","GNA13","Q14344"
"Q8WU76","SCFD2_HUMAN","SCFD2","Q8WU76"
"Q5JWF2","GNAS1_HUMAN","GNAS","Q5JWF2"
"P56945","BCAR1_HUMAN","BCAR1","P56945"
"Q8N4Y2","EFC4A_HUMAN","CRACR2B","Q8N4Y2"
"Q9NY33","DPP3_HUMAN","DPP3","Q9NY33"
"O00186","STXB3_HUMAN","STXBP3","O00186"
"Q13153;Q13177","PAK1_HUMAN;PAK2_HUMAN","PAK1;PAK2","Q13153;Q13177"
"Q8TCS8","PNPT1_HUMAN","PNPT1","Q8TCS8"
"P36955","PEDF_HUMAN","SERPINF1","P36955"
"Q03135","CAV1_HUMAN","CAV1","Q03135"
"Q92541","RTF1_HUMAN","RTF1","Q92541"
"Q9NPF4","OSGEP_HUMAN","OSGEP","Q9NPF4"
"P19224;P22309;P35503;Q9HAW8","UD110_HUMAN;UD11_HUMAN;UD13_HUMAN;UD16_HUMAN","UGT1A1;UGT1A10;UGT1A3;UGT1A6","P35503;Q9HAW9;O60656;P19224;P35504;P22310;P22309;Q9HAW7;Q9HAW8"
"Q92879","CELF1_HUMAN","CELF1","Q92879"
"P07357","CO8A_HUMAN","C8A","P07357"
"Q9UK41","VPS28_HUMAN","VPS28","Q9UK41"
"Q5SW79","CE170_HUMAN","CEP170","Q5SW79"
"Q9UNS2","CSN3_HUMAN","COPS3","Q9UNS2"
"P09471","GNAO_HUMAN","GNAO1","P09471"
"P15259;P18669","PGAM1_HUMAN;PGAM2_HUMAN","PGAM1;PGAM2","P18669;P15259"
"Q8NB37","GALD1_HUMAN","GATD1","Q8NB37"
"Q9HCN8","SDF2L_HUMAN","SDF2L1","Q9HCN8"
"Q99470","SDF2_HUMAN","SDF2","Q99470"
"Q9Y3C4","TPRKB_HUMAN","TPRKB","Q9Y3C4"
"P17480","UBF1_HUMAN","UBTF","P17480"
"P09917","LOX5_HUMAN","ALOX5","P09917"
"Q13576","IQGA2_HUMAN","IQGAP2","Q13576"
"Q9H0L4","CSTFT_HUMAN","CSTF2T","Q9H0L4"
"P17980","PRS6A_HUMAN","PSMC3","P17980"
"Q99447","PCY2_HUMAN","PCYT2","Q99447"
"P49441","INPP_HUMAN","INPP1","P49441"
"Q6DN03;Q6DRA6","H2B2C_HUMAN;H2B2D_HUMAN","H2BC19P;H2BC20P","Q6DRA6;Q6DN03"
"O60814;P58876;P62807;Q5QNW6;Q8N257;Q93079;Q99877;Q99879","H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2B3B_HUMAN","H2BC10;H2BC12;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9;H2BU1","P23527;P33778;Q8N257;P62807;Q99877;O60814;Q16778;Q99880;Q93079;P57053;Q5QNW6;P06899;P58876;Q99879"
"O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN","H2BC10;H2BC12;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9","P23527;P33778;P62807;Q99877;O60814;Q16778;Q93079;P57053;Q5QNW6;P06899;P58876;Q99879"
"Q8N257","H2B3B_HUMAN","H2BU1","Q8N257;Q99880"
"P04899","GNAI2_HUMAN","GNAI2","P04899"
"Q96HN2","SAHH3_HUMAN","AHCYL2","Q96HN2"
"O43264","ZW10_HUMAN","ZW10","O43264"
"P41227","NAA10_HUMAN","NAA10","P41227;Q9BSU3"
"P82930","RT34_HUMAN","MRPS34","P82930"
"Q9BXR6","FHR5_HUMAN","CFHR5","Q9BXR6"
"Q8N3D4;Q8NDI1","EH1L1_HUMAN;EHBP1_HUMAN","EHBP1;EHBP1L1","Q8N3D4;Q8NDI1"
"Q13438","OS9_HUMAN","OS9","Q13438"
"O60704","TPST2_HUMAN","TPST2","O60704"
"Q9NQ50","RM40_HUMAN","MRPL40","Q9NQ50"
"Q9UEU0","VTI1B_HUMAN","VTI1B","Q9UEU0"
"Q16698","DECR_HUMAN","DECR1","Q16698"
"Q15369","ELOC_HUMAN","ELOC","Q15369"
"P27708;P31327","CPSM_HUMAN;PYR1_HUMAN","CAD;CPS1","P31327;P27708"
"P12268","IMDH2_HUMAN","IMPDH2","P12268"
"P98179","RBM3_HUMAN","RBM3","P98179"
"P48059","LIMS1_HUMAN","LIMS1","P48059"
"Q7Z2Z2","EFL1_HUMAN","EFL1","Q7Z2Z2"
"P38646","GRP75_HUMAN","HSPA9","P38646"
"Q7Z4S6","KI21A_HUMAN","KIF21A","Q7Z4S6"
"P20073","ANXA7_HUMAN","ANXA7","P20073"
"P26368","U2AF2_HUMAN","U2AF2","P26368"
"P47914","RL29_HUMAN","RPL29","P47914"
"Q86X29","LSR_HUMAN","LSR","Q86X29"
"O60240","PLIN1_HUMAN","PLIN1","O60240"
"Q96BW5","PTER_HUMAN","PTER","Q96BW5"
"Q96RQ3","MCCA_HUMAN","MCCC1","Q96RQ3"
"P11142;P54652","HSP72_HUMAN;HSP7C_HUMAN","HSPA2;HSPA8","P11142;P54652"
"P17066;P34931","HS71L_HUMAN;HSP76_HUMAN","HSPA1L;HSPA6","P34931;P0DMV9;P0DMV8;P17066"
"Q9Y6I3","EPN1_HUMAN","EPN1","Q9Y6I3"
"P04271","S100B_HUMAN","S100B","P04271"
"P54819","KAD2_HUMAN","AK2","P54819"
"Q32MZ4;Q9Y608","LRRF1_HUMAN;LRRF2_HUMAN","LRRFIP1;LRRFIP2","Q9Y608;Q32MZ4"
"O43520","AT8B1_HUMAN","ATP8B1","O43520"
"Q9Y6M9","NDUB9_HUMAN","NDUFB9","Q9Y6M9"
"O00763","ACACB_HUMAN","ACACB","O00763;Q13085"
"O75431","MTX2_HUMAN","MTX2","O75431"
"Q9P2R3","ANFY1_HUMAN","ANKFY1","Q9P2R3"
"P40121","CAPG_HUMAN","CAPG","P40121"
"P21695","GPDA_HUMAN","GPD1","P21695"
"P22087","FBRL_HUMAN","FBL","P22087"
"O75884","RBBP9_HUMAN","RBBP9","O75884"
"Q8NBL1","PGLT1_HUMAN","POGLUT1","Q8NBL1"
"Q53GS9","SNUT2_HUMAN","USP39","Q53GS9"
"Q9BRX2","PELO_HUMAN","PELO","Q9BRX2"
"O75410","TACC1_HUMAN","TACC1","O75410"
"P05186","PPBT_HUMAN","ALPL","P05186"
"Q6UN15","FIP1_HUMAN","FIP1L1","Q6UN15"
"Q96PP9","GBP4_HUMAN","GBP4","Q96PP9"
"O95486","SC24A_HUMAN","SEC24A","O95486"
"P05120","PAI2_HUMAN","SERPINB2","P05120"
"O75363","BCAS1_HUMAN","BCAS1","O75363"
"P62995;Q13595","TRA2A_HUMAN;TRA2B_HUMAN","TRA2A;TRA2B","P62995;Q13595"
"P61254;Q9UNX3","RL26L_HUMAN;RL26_HUMAN","RPL26;RPL26L1","Q9UNX3;P61254"
"Q9H9B4","SFXN1_HUMAN","SFXN1","Q9H9B4"
"Q6UWM9","UD2A3_HUMAN","UGT2A3","Q6UWM9"
"P61006","RAB8A_HUMAN","RAB8A","P61006"
"O15372","EIF3H_HUMAN","EIF3H","O15372"
"P25445","TNR6_HUMAN","FAS","P25445"
"P01903","DRA_HUMAN","HLA-DRA","A0A0G2JMH6;P01903"
"O00330","ODPX_HUMAN","PDHX","O00330"
"P0DTE5","UD2A2_HUMAN","UGT2A2","P0DTE4;P0DTE5"
"Q9UIQ6","LCAP_HUMAN","LNPEP","Q9UIQ6"
"Q8IUR7","ARMC8_HUMAN","ARMC8","Q8IUR7"
"P23743","DGKA_HUMAN","DGKA","P23743"
"Q8WVV4","POF1B_HUMAN","POF1B","Q8WVV4"
"O75396","SC22B_HUMAN","SEC22B","O75396"
"Q9H078","CLPB_HUMAN","CLPB","Q9H078"
"P00352","AL1A1_HUMAN","ALDH1A1","P00352"
"Q9NYU2","UGGG1_HUMAN","UGGT1","Q9NYU2;Q9NYU1"
"Q9BYE9","CDHR2_HUMAN","CDHR2","Q9BYE9"
"P13010","XRCC5_HUMAN","XRCC5","P13010"
"Q07075","AMPE_HUMAN","ENPEP","Q07075"
"P47895","AL1A3_HUMAN","ALDH1A3","P47895"
"A0A0B4J1V6","HV373_HUMAN","IGHV3-73","A0A0B4J1V6"
"A0A0B4J1Y9","HV372_HUMAN","IGHV3-72","A0A0B4J1Y9;A0A075B7D8"
"O95171","SCEL_HUMAN","SCEL","O95171"
"Q9Y5K6","CD2AP_HUMAN","CD2AP","Q9Y5K6"
"O00560","SDCB1_HUMAN","SDCBP","O00560"
"P11233;P11234","RALA_HUMAN;RALB_HUMAN","RALA;RALB","P11234;P11233"
"Q13421","MSLN_HUMAN","MSLN","Q13421"
"Q9H8Y8","GORS2_HUMAN","GORASP2","Q9BQQ3;Q9H8Y8"
"P16050","LOX15_HUMAN","ALOX15","P16050"
"Q9UQC9","CLCA2_HUMAN","CLCA2","Q9UQC9"
"Q13724","MOGS_HUMAN","MOGS","Q13724"
"O60264","SMCA5_HUMAN","SMARCA5","O60264;P28370"
"O00233","PSMD9_HUMAN","PSMD9","O00233"
"P21399","ACOC_HUMAN","ACO1","P21399"
"Q02818","NUCB1_HUMAN","NUCB1","Q02818"
"Q8TEX9","IPO4_HUMAN","IPO4","Q8TEX9"
"Q9H6S3","ES8L2_HUMAN","EPS8L2","Q9H6S3"
"Q5JTH9","RRP12_HUMAN","RRP12","Q5JTH9"
"P0DKB5","TPBGL_HUMAN","TPBGL","P0DKB5"
"Q9Y6C2","EMIL1_HUMAN","EMILIN1","Q9Y6C2"
"Q8NBN7","RDH13_HUMAN","RDH13","Q8NBN7"
"Q9GZN0","GPR88_HUMAN","GPR88","Q9GZN0"
"P24592","IBP6_HUMAN","IGFBP6","P24592"
"Q9Y3E5","PTH2_HUMAN","PTRH2","Q9Y3E5"
"O75695","XRP2_HUMAN","RP2","O75695"
"P15311;P26038;P35241","EZRI_HUMAN;MOES_HUMAN;RADI_HUMAN","EZR;MSN;RDX","P26038;P15311;P35241"
"Q9NX18","SDHF2_HUMAN","SDHAF2","Q9NX18"
"Q00403","TF2B_HUMAN","GTF2B","Q00403"
"P43235","CATK_HUMAN","CTSK","P43235"
"Q96SB3","NEB2_HUMAN","PPP1R9B","Q96SB3"
"P39880","CUX1_HUMAN","CUX1","P39880"
"P00387","NB5R3_HUMAN","CYB5R3","P00387"
"P43121","MUC18_HUMAN","MCAM","P43121"
"Q96N53","CK037_HUMAN","LINC00167","Q96N53"
"P27361;P28482","MK01_HUMAN;MK03_HUMAN","MAPK1;MAPK3","P27361;P28482"
"Q96B97","SH3K1_HUMAN","SH3KBP1","Q96B97"
"A0A087WSZ0","KVD08_HUMAN","IGKV1D-8","A0A087WSZ0"
"P21127","CD11B_HUMAN","CDK11B","P21127;Q9UQ88"
"Q96RF0","SNX18_HUMAN","SNX18","Q96RF0"
"P52566","GDIR2_HUMAN","ARHGDIB","P52566"
"Q12965","MYO1E_HUMAN","MYO1E","Q12965"
"P45984;P53779","MK09_HUMAN;MK10_HUMAN","MAPK10;MAPK9","P53779;P45984;P45983"
"Q10567","AP1B1_HUMAN","AP1B1","Q10567"
"P08238","HS90B_HUMAN","HSP90AB1","P08238;Q58FF7"
"Q8TCU6","PREX1_HUMAN","PREX1","Q8TCU6"
"P50402","EMD_HUMAN","EMD","P50402"
"P50225","ST1A1_HUMAN","SULT1A1","P50225"
"Q9Y606","TRUA_HUMAN","PUS1","Q9Y606"
"O76024","WFS1_HUMAN","WFS1","O76024"
"Q07020","RL18_HUMAN","RPL18","Q07020"
"O43491","E41L2_HUMAN","EPB41L2","O43491"
"O94875","SRBS2_HUMAN","SORBS2","O94875"
"P16333","NCK1_HUMAN","NCK1","P16333"
"O94811","TPPP_HUMAN","TPPP","O94811"
"P17844;Q92841","DDX17_HUMAN;DDX5_HUMAN","DDX17;DDX5","Q92841;P17844"
"P50213","IDH3A_HUMAN","IDH3A","P50213"
"Q96K17","BT3L4_HUMAN","BTF3L4","Q96K17"
"P27338","AOFB_HUMAN","MAOB","P27338"
"P20290","BTF3_HUMAN","BTF3","P20290"
"Q06323","PSME1_HUMAN","PSME1","Q06323"
"O95833","CLIC3_HUMAN","CLIC3","O95833"
"O94903","PLPHP_HUMAN","PLPBP","O94903"
"P41252","SYIC_HUMAN","IARS1","P41252"
"Q9NPI6","DCP1A_HUMAN","DCP1A","Q9NPI6"
"Q92841","DDX17_HUMAN","DDX17","Q92841"
"Q86XE5","HOGA1_HUMAN","HOGA1","Q86XE5"
"Q8WU39","MZB1_HUMAN","MZB1","Q8WU39"
"Q9H0W9","CK054_HUMAN","C11orf54","Q9H0W9"
"P11216","PYGB_HUMAN","PYGB","P11216"
"P06737","PYGL_HUMAN","PYGL","P06737"
"Q6ZUJ8","BCAP_HUMAN","PIK3AP1","Q6ZUJ8"
"Q04206","TF65_HUMAN","RELA","Q04206"
"P00966","ASSY_HUMAN","ASS1","P00966"
"P41223","BUD31_HUMAN","BUD31","P41223"
"Q14738","2A5D_HUMAN","PPP2R5D","Q14738"
"C9JI98","TM238_HUMAN","TMEM238","C9JI98"
"Q9NZZ3","CHMP5_HUMAN","CHMP5","Q9NZZ3"
"Q9UMS6","SYNP2_HUMAN","SYNPO2","Q9UMS6"
"Q9UIG0","BAZ1B_HUMAN","BAZ1B","Q9UIG0"
"O15296","LX15B_HUMAN","ALOX15B","O15296"
"O15460","P4HA2_HUMAN","P4HA2","O15460"
"Q53EL6","PDCD4_HUMAN","PDCD4","Q53EL6"
"O94919","ENDD1_HUMAN","ENDOD1","O94919"
"Q8N3F8","MILK1_HUMAN","MICALL1","Q8N3F8"
"P07384","CAN1_HUMAN","CAPN1","P07384"
"Q15642","CIP4_HUMAN","TRIP10","Q15642"
"Q9NZB2","F120A_HUMAN","FAM120A","Q9NZB2"
"Q14728","MFS10_HUMAN","MFSD10","Q14728"
"P23193","TCEA1_HUMAN","TCEA1","P23193"
"P08779","K1C16_HUMAN","KRT16","P08779"
"O14558","HSPB6_HUMAN","HSPB6","O14558"
"P02511","CRYAB_HUMAN","CRYAB","P02511"
"P28482","MK01_HUMAN","MAPK1","P28482"
"Q9UGP8","SEC63_HUMAN","SEC63","Q9UGP8"
"P15927","RFA2_HUMAN","RPA2","P15927"
"Q6PCB0","VWA1_HUMAN","VWA1","Q6PCB0"
"O15479","MAGB2_HUMAN","MAGEB2","O15479"
"P30086","PEBP1_HUMAN","PEBP1","P30086"
"Q5SRE7","PHYD1_HUMAN","PHYHD1","Q5SRE7"
"P52594","AGFG1_HUMAN","AGFG1","P52594"
"Q12974","TP4A2_HUMAN","PTP4A2","Q12974"
"Q9P287","BCCIP_HUMAN","BCCIP","Q9P287"
"Q13190","STX5_HUMAN","STX5","Q13190"
"Q15334","L2GL1_HUMAN","LLGL1","Q15334"
"O00204","ST2B1_HUMAN","SULT2B1","O00204"
"P04439","HLAA_HUMAN","HLA-A","P04439"
"P01889","HLAB_HUMAN","HLA-B","P01889"
"P10321","HLAC_HUMAN","HLA-C","P10321"
"Q99816","TS101_HUMAN","TSG101","Q99816"
"P30049","ATPD_HUMAN","ATP5F1D","P30049"
"O00764","PDXK_HUMAN","PDXK","O00764"
"P46013","KI67_HUMAN","MKI67","P46013"
"A6NDG6","PGP_HUMAN","PGP","A6NDG6"
"O95361","TRI16_HUMAN","TRIM16","O95361;Q309B1"
"O15232","MATN3_HUMAN","MATN3","O15232"
"Q96BX8","MOB3A_HUMAN","MOB3A","Q96BX8"
"Q99426","TBCB_HUMAN","TBCB","Q99426"
"P42229","STA5A_HUMAN","STAT5A","P42229"
"P55884","EIF3B_HUMAN","EIF3B","P55884"
"P51149","RAB7A_HUMAN","RAB7A","P51149"
"P14625","ENPL_HUMAN","HSP90B1","P14625"
"P46782","RS5_HUMAN","RPS5","P46782"
"Q14008","CKAP5_HUMAN","CKAP5","Q14008"
"Q9NUL5","SHFL_HUMAN","SHFL","Q9NUL5"
"P01275","GLUC_HUMAN","GCG","P01275"
"O94979","SC31A_HUMAN","SEC31A","O94979"
"Q8WVJ2","NUDC2_HUMAN","NUDCD2","Q8WVJ2"
"O14746","TERT_HUMAN","TERT","O14746"
"Q12905","ILF2_HUMAN","ILF2","Q12905"
"Q99459","CDC5L_HUMAN","CDC5L","Q99459"
"P50336","PPOX_HUMAN","PPOX","P50336"
"P60484","PTEN_HUMAN","PTEN","P60484"
"O60664","PLIN3_HUMAN","PLIN3","O60664"
"Q8IXK0;Q8NDX5","PHC2_HUMAN;PHC3_HUMAN","PHC2;PHC3","Q8NDX5;Q8IXK0"
"P35754","GLRX1_HUMAN","GLRX","P35754"
"Q9UBG0","MRC2_HUMAN","MRC2","Q9UBG0"
"Q9NWV4","CZIB_HUMAN","CZIB","Q9NWV4"
"Q96JB6","LOXL4_HUMAN","LOXL4","Q96JB6"
"Q9GZT9","EGLN1_HUMAN","EGLN1","Q9GZT9"
"O94874","UFL1_HUMAN","UFL1","O94874"
"Q02809","PLOD1_HUMAN","PLOD1","Q02809"
"O95834","EMAL2_HUMAN","EML2","O95834"
"P41222","PTGDS_HUMAN","PTGDS","P41222"
"Q13976","KGP1_HUMAN","PRKG1","Q13976"
"Q12849","GRSF1_HUMAN","GRSF1","Q12849"
"Q07092","COGA1_HUMAN","COL16A1","Q07092"
"Q99829","CPNE1_HUMAN","CPNE1","Q99829"
"O60565","GREM1_HUMAN","GREM1","O60565"
"Q13867","BLMH_HUMAN","BLMH","Q13867"
"Q7Z460","CLAP1_HUMAN","CLASP1","Q7Z460"
"P15144","AMPN_HUMAN","ANPEP","P15144"
"Q7L4P6","BEND5_HUMAN","BEND5","Q7L4P6"
"P11182","ODB2_HUMAN","DBT","P11182"
"P02751","FINC_HUMAN","FN1","P02751"
"P57735","RAB25_HUMAN","RAB25","P57735"
"P62491;Q15907","RB11A_HUMAN;RB11B_HUMAN","RAB11A;RAB11B","Q15907;P62491"
"Q9NRD8","DUOX2_HUMAN","DUOX2","Q9NRD8;Q9NRD9"
"P15289","ARSA_HUMAN","ARSA","P15289"
"P42566","EPS15_HUMAN","EPS15","P42566"
"Q6P1N0","C2D1A_HUMAN","CC2D1A","Q6P1N0"
"P54578","UBP14_HUMAN","USP14","P54578"
"P05156","CFAI_HUMAN","CFI","P05156"
"Q92734","TFG_HUMAN","TFG","Q92734"
"P04792","HSPB1_HUMAN","HSPB1","P04792"
"O14974","MYPT1_HUMAN","PPP1R12A","O14974"
"Q9NUV9","GIMA4_HUMAN","GIMAP4","Q9NUV9"
"Q96MW5","COG8_HUMAN","COG8","Q96MW5"
"P32004","L1CAM_HUMAN","L1CAM","P32004"
"P32456","GBP2_HUMAN","GBP2","P32456"
"P62917","RL8_HUMAN","RPL8","P62917"
"Q96P44","COLA1_HUMAN","COL21A1","Q96P44"
